text,label
"https://youtu.be/XOp5mTmAUr8 

Whilst bringing manufacturing back is so obvious, Pharma need very much more checks n balances for the good of society... This isn't a 1 off",1
I LOVE YOU SO MUCH ,3
I'm just over here entertaining myself and laughing at silly and dumb shit.,1
My all time fav gif and there’s now no chance of that gif being topped. Maybe next year ,2
"Life is soooo good rn & the future is looking sooo bright! I love you all! A lot of music on the way! 
",0
Absolutely! Just go for it ,1
‘ Refusing To Be Anywhere Else But My Bed Right Nowww .,0
I love it.  https://twitter.com/CarmenSandiego/status/1238223249596657666 …,1
the one time i’m away from my phone ,2
Love this  You are awesome,1
I almost forgot cause its still daylight out  stupid dst https://twitter.com/SAChakrabooks/status/1237523703941844992 …,4
"it’s my first time lemme tryyyyyy 
I’ll let ya know what I think in a bit lmao",2
I’m about to work at EOS and still workout at mountainside THATS HOW LOYAL I AM ! ,4
––  permission granted  thank u,3
This was from 2months ago but here.,3
Big love pic.twitter.com/CDFKlzw0QE,0
"Judging by his after-match interview he may be slightly rattled by this defeat  So, you may get your wish yet ",1
How do you already have a gf when you were just hitting on Nat yesterday?? ,4
MA’AM I’M BLUSHING I CAN’T BELIEVE YOU LIKE MY SMUT OMG ,0
Lovi u ,0
Got worried did ask from the start though lol hopefully things will calm down  pic.twitter.com/0VI5doIff4,0
putting 3mmar’s cat as my header,2
Love  you have to be happy,0
"All I can say is if my graduation gets cancelled, me and Mary are gonna have to have a talk. I did not work my ass off to not have my parents and grandparents see me get my degree",4
Lmfao dawg fr,4
My stomach hurts so bad ,2
My girlfriend really is the best ,3
"Help me @DoorDash some paninis for tonight  
$thing0ne",4
Yoooo ty so much  your support means absolutely tons,0
Una don make mistake. @zennymorh_ na you dem won mention. ,1
Ugh thank you friend ,0
Both CNN correspondents that are in Cleveland misspoke and said something about being “here in Michigan” ,4
Onions should have never existed ,4
I am so sorry.,0
My brother gone now he can’t hop in this Royce with me ,3
thank you GA -  yeah my bravery crosses all literary frontiers -,1
I'm such an animal lover I am cheering for all of them. https://twitter.com/k9sofvalor/status/1237773346521088003 …,0
My love for you continues to grow more and more everyday since the very first time I laid my eyes on you! Now soon our little one will be in our arms  https://twitter.com/moisessalas_/status/1237887118841544707 …,3
Thank YOU for showcasing your work in Tint! ,1
Stephanie really be treating karly like her own  my baby is sound asleep bc she spent the day with my bff while I was at work.,3
Hold the plane! I’ll be right there.,1
 im excited for u ,2
"And Heaven knows
I love you so ",3
"I’m so sore from Sunday, acting like I was dancing for some money ",3
We que ortiva man,2
Damn ,2
Anytimes ,4
"Waning Gibbous daytime Moon on its way to set #FridayThe13th 
Happy Friday the 13th 
 #WaningGibbous 

The Moon rises and sets in silence so does the Sun; 
A flower blooms in silence, 
We think silently
Silence is golden.pic.twitter.com/fFl86u8BVa",1
I had to be pissed off when I left home because I left my whole lunch ,4
Unnie  everyone is talking bout everglow,3
o wow it's for 3 weeks and my presentation is the week after we go back,4
Oh sure! Everybody blame the brown guy.,1
the way i love YOU ,3
I fucking hate that I can’t touch my face bc I literally always have a runny nose ,4
i want some airpods but idk about all that radiation ,2
"Only got a few kits,but we got another one today. 

9th
Dilla
Lex
Zay
Dre
JakeUno",4
"Fear not, Gracie is on call 24/7!! When I get stressed, I just check out my stash of photos!  pic.twitter.com/e9gwVfc5Uw",0
a silent voice is so beautiful ,3
"Fair point, and we're working hard on our contingency plans to make that pick-up a safe place for our running family. ",0
Stop why are they so cute for  (also does anyone know how I can fix my phone so it shows the whole message and not like this haha ) pic.twitter.com/YcSkxtKCPa,3
"I’m proud of our gutsy performance we smashed them for 90 minutes, I’m super sad but will always love my team  #ynwa",0
"no problem,  i love your account ",0
"𝐇𝐚𝐩𝐩𝐲 𝐛𝐢𝐫𝐭𝐡𝐝𝐚𝐲  𝐦𝐲 𝐛𝐞𝐚𝐮𝐭𝐢𝐟𝐮𝐥 𝐝𝐡𝐮𝐡𝐚, 𝐢 𝐥𝐨𝐯𝐞 𝐲𝐨𝐮 𝐬𝐨 𝐦𝐮𝐜𝐡 𝐞𝐧𝐣𝐨𝐲 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲 𝐬𝐰𝐞𝐞𝐭𝐡𝐞𝐚𝐫𝐭 @duald2",0
do you wanna uh choose my next nail color? ,3
You know what they are going to do....,4
"this sounds weird, but when i saw that you were another black girl with a sense of humor, i just had to follow. and you’re cool asl pic.twitter.com/mOhZU1umzT",4
"Hope you're both ok, how horrible! ",2
But what if it WAS your audio,0
"i will, love  just trying to stay up for another hour because if i sleep before 10pm, i'm sure i'll be up before 6am tomorrow!",3
That did taste too good,0
the Lost Ones Weeping isnt on project diva megamix im fucking rioting ,4
The Trews singing their hearts out at @oakvillecentre @thetrews @potatoes_sandwich @heisholt @colintrews @john_angus @chrisgormley77 @CadenceRec @producedbydh  pic.twitter.com/Y0rR7Z0YH2,0
Beautiful. ,0
"I wonder if we'll still have spam accounts when we have kids like ""nobody hmu my son spilled juice in my car now I'm mad asf """,4
Oh I posted first but zoren is swipers shadow ,4
and im so sick of love songs so tired of tears so done of wishing you were still here ,3
@InfinityReigns Would love to see this fool try imitate Thor...  https://twitter.com/MCU_Direct/status/1237872177245978624 …,4
Destroying shit... Each and every Saturday ,4
Got bdubs it was so gross and I really wish I got Wingstop ,3
Man has a point there damn. Anyone who wants to racially insult black people can use it to address them using the word ,2
And we love YOU ,3
"im good too,i watch youtube and drink juice ",1
Yeah...it’s really sad when you take it all in! I swear I wish people would wake the fuck up long enough to understand what’s going on! ,2
"this virus is making people do crazy things
gotta resist temptation ",4
Spoiled ass fucking Americans. ,4
March Madness is without a doubt my favorite sporting event. This is really gonna hurt for a while ,2
"I’ve been living here in the Bay officially for 4+ years. I still get homesick. Right now, I’m homesick",3
Brb cryin ,0
Tete being a whole cutie im soft  https://twitter.com/choi_bts2/status/1238250401461395456 …,3
kind of my happiness!!  pic.twitter.com/1ltur0iTIc,0
"It's ok mira, it's done now so you shouldn't stress yourself more that necessary ",3
:( how come I am still on my hundred followers and no Tweet of mine blows up ,2
"HAPPY SWEET 16, @kizchiengagan_  !!  pic.twitter.com/9WJxYmMZH0",0
It’s for hiba to decide,4
Everyone here just making light of the situation,0
Wait so your telling me your wearing that without buying it ,4
"Officemate: because of all this corona virus stiff, it's like we're in a horror movie

",2
what,0
Lmaoooo sup,2
Here I am,1
HEYY... pic.twitter.com/Hq9X23Pz1Y,1
"I donf know who I was kidding waiting 5 and a half weeks for eyelash infills, I’ve booked in for next week and that’s even too long",4
What's about tweeting smtin. Mtchew.,1
We have 3 people in my department pregnant and my department is throwing us a baby shower.,3
"Follow me @baileymay please, i love you ",0
THANK YOU,3
the only jun in my heart ,3
Engine light came on  currently dropping my girl off... hope she doesn’t take all my money... ,2
i love you more camila :(( ,3
coronavirus can't take me out if I got my vicks vaporub on stock ,4
"How Saturday is about to go:
Lucii: 
Trampa: 
Adventure Club: ",3
im suingYou ARE BEAUTIFUL,4
Get too close and my glock goin off  pic.twitter.com/TRDyDct6Jd,4
But my packages ,3
Lin-Manuel Miranda is the voice i needed to hear  https://twitter.com/lin_manuel/status/1238231307378987009 …,3
Horrifying images inside live animal market feared 'ground zero' for Coronavirushttps://www.mirror.co.uk/news/world-news/horrifying-images-inside-live-animal-21357611?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …,0
When I got it I went from  to ,1
brilliant. then bring the set to #spookychella stage. #spookybang ahjusshis listen to your fans for once.  https://twitter.com/topismyhomeboy/status/1237523890055737344 …,4
I need to reverse this for my daughter. ,1
says the one hating babies ,2
"I just read this a bit ago. 

At least they're working on extending the tournaments to go later to make up for the postponement",3
Sounds like a good time to travel to Dubai,1
"Schools are closed, people have to work from home but my gym is still open  we ain’t losing these booty gains",4
hoyyy babyyyy!!! I'm  https://twitter.com/nyawrinn/status/1237827669061844992 …,3
"Deadma nalang , just trust ",1
 I wish things would go back to normal,2
I love that too. ,1
Apparently they got rid of em at midnight last night ,2
always bae ,0
Craving fried oreos ,3
Only the good die young  https://twitter.com/bleacherreport/status/1238243442708213760 …,2
sex k words the c virus apparently so who volunteers to practice it w me  ?,1
R.I.P sorry for ur loss yass,0
"God save the Queen, if any doubt, check your passport and you’ll be reminded you’re as lucky as me to be British  night",1
Lucky ,2
@annareetajohal Oh hell no. I’m dead fosho ,4
I want to draw saiou too ,2
It’s so pretty @GideonAL @Danthemantheman  pic.twitter.com/as184so95U,0
jwup,3
I knew on my block was gonna end like that ,2
" I don’t care how cheap it is, I’m not  flying Spirit!!! ",4
there’s really people born in 2005 havin kids now,4
"Was having a decent day so far until I had a racist customer and just totally set me tf off, told that bitch to get her racist ass out of the store...

No time for ignorance in front of me, don't tell me it's not my job to not tell her to not be racist  boutta throw hands ",4
Seeing it from Gods EYE: Beautiful:,1
the cutest ever huuuu baby  pic.twitter.com/pmZf1twnH3,2
"I made one just to try the loom out, and it fits perfectly on daughter's dolls ",1
but y’all don’t fucking vote  https://twitter.com/berniesanders/status/1238131046157295616 …,4
Celebrating my bday at the happiest place on earth with my favorite person ,3
"Gay problems: I freakin starved myself for 5 hours to have sex. Just to get stood up, and left on read. Tops can’t relate.",2
I want to live in NYC already ,3
Love you  https://twitter.com/theestallion/status/1237867817719848963 …,3
bro fr  https://twitter.com/CorinnaKopf/status/1237597337838444544 …,3
Thats just nasty ,2
I wish I could ,0
I LOVE HIM SO MUCH,3
i wanna be on a podcast and just talk baseball ,2
Flm loqki,0
I own up  it was me XD ,1
KEEP FUCKING PLAYING ME AND I WILL MARRY YOU ,4
nate drinks his bottles way too fast . ,4
@unicornamoli @REdamula look they even support android. android kings ,3
literally my dilemma rn ,2
@sekarprianggono cheaper than my mini portable sewing machine ,3
Commission for @Jotaros_hathair !!! This one was so much fun  pic.twitter.com/J047yOyejL,3
Bold of you to assume I haven't already watched it five times ,1
 spot on,1
kkk sorry,4
$SelenaEsparza stop playinnnn dude ,3
